listing_id,price,nbhood_full,formatted_price,formatted_borough,formatted_nbhood,
16314763,97 dollars,"Brooklyn, Clinton Hill",$97.00,Brooklyn, Clinton Hill,
16315491,97 dollars,"Brooklyn, Clinton Hill",$97.00,Brooklyn, Clinton Hill,
16725615,97 dollars,"Manhattan, Hell's Kitchen",$97.00,Manhattan, Hell's Kitchen,
16965968,97 dollars,"Manhattan, Lower East Side",$97.00,Manhattan, Lower East Side,
19317834,97 dollars,"Brooklyn, East Flatbush",$97.00,Brooklyn, East Flatbush,
19946195,97 dollars,"Brooklyn, Park Slope",$97.00,Brooklyn, Park Slope,
20707361,97 dollars,"Brooklyn, Bushwick",$97.00,Brooklyn, Bushwick,
21057693,97 dollars,"Brooklyn, Bedford-Stuyvesant",$97.00,Brooklyn, Bedford-Stuyvesant,
22698756,97 dollars,"Brooklyn, Bedford-Stuyvesant",$97.00,Brooklyn, Bedford-Stuyvesant,
23053294,97 dollars,"Brooklyn, Downtown Brooklyn",$97.00,Brooklyn, Downtown Brooklyn,
24736896,97 dollars,"Manhattan, Two Bridges",$97.00,Manhattan, Two Bridges,
25007742,97 dollars,"Brooklyn, Clinton Hill",$97.00,Brooklyn, Clinton Hill,
25679101,97 dollars,"Manhattan, Upper West Side",$97.00,Manhattan, Upper West Side,
25770425,97 dollars,"Staten Island, St. George",$97.00,Staten Island, St. George,
26035069,97 dollars,"Manhattan, Harlem",$97.00,Manhattan, Harlem,
26741642,97 dollars,"Brooklyn, Bedford-Stuyvesant",$97.00,Brooklyn, Bedford-Stuyvesant,
27933214,97 dollars,"Brooklyn, Bergen Beach",$97.00,Brooklyn, Bergen Beach,
28050532,97 dollars,"Brooklyn, Midwood",$97.00,Brooklyn, Midwood,
28484124,97 dollars,"Manhattan, Hell's Kitchen",$97.00,Manhattan, Hell's Kitchen,
28701957,97 dollars,"Manhattan, Hell's Kitchen",$97.00,Manhattan, Hell's Kitchen,
29334325,97 dollars,"Manhattan, Upper West Side",$97.00,Manhattan, Upper West Side,
29425269,97 dollars,"Manhattan, Harlem",$97.00,Manhattan, Harlem,
30498747,97 dollars,"Manhattan, Tribeca",$97.00,Manhattan, Tribeca,
31167183,97 dollars,"Brooklyn, Bedford-Stuyvesant",$97.00,Brooklyn, Bedford-Stuyvesant,
31557309,97 dollars,"Queens, Belle Harbor",$97.00,Queens, Belle Harbor,
31695085,97 dollars,"Manhattan, East Harlem",$97.00,Manhattan, East Harlem,
32098667,97 dollars,"Manhattan, Two Bridges",$97.00,Manhattan, Two Bridges,
33374582,97 dollars,"Manhattan, Hell's Kitchen",$97.00,Manhattan, Hell's Kitchen,
34565485,97 dollars,"Manhattan, Upper West Side",$97.00,Manhattan, Upper West Side,
35076834,97 dollars,"Brooklyn, Bedford-Stuyvesant",$97.00,Brooklyn, Bedford-Stuyvesant,
35713272,97 dollars,"Manhattan, East Village",$97.00,Manhattan, East Village,
20755,98 dollars,"Brooklyn, Clinton Hill",$98.00,Brooklyn, Clinton Hill,
21794,98 dollars,"Manhattan, Chelsea",$98.00,Manhattan, Chelsea,
256369,98 dollars,"Brooklyn, Cobble Hill",$98.00,Brooklyn, Cobble Hill,
894063,98 dollars,"Brooklyn, Williamsburg",$98.00,Brooklyn, Williamsburg,
927408,98 dollars,"Brooklyn, Clinton Hill",$98.00,Brooklyn, Clinton Hill,
1351217,98 dollars,"Brooklyn, Bedford-Stuyvesant",$98.00,Brooklyn, Bedford-Stuyvesant,
1478946,98 dollars,"Manhattan, Chelsea",$98.00,Manhattan, Chelsea,
1918693,98 dollars,"Brooklyn, Clinton Hill",$98.00,Brooklyn, Clinton Hill,
2046007,98 dollars,"Manhattan, Lower East Side",$98.00,Manhattan, Lower East Side,
2407196,98 dollars,"Manhattan, Harlem",$98.00,Manhattan, Harlem,
2489615,98 dollars,"Brooklyn, Bushwick",$98.00,Brooklyn, Bushwick,
3447238,98 dollars,"Brooklyn, Crown Heights",$98.00,Brooklyn, Crown Heights,
3866538,98 dollars,"Manhattan, Upper West Side",$98.00,Manhattan, Upper West Side,
4217758,98 dollars,"Queens, Ridgewood",$98.00,Queens, Ridgewood,
4249342,98 dollars,"Manhattan, Financial District",$98.00,Manhattan, Financial District,
4566989,98 dollars,"Queens, Astoria",$98.00,Queens, Astoria,
6796530,98 dollars,"Brooklyn, Gowanus",$98.00,Brooklyn, Gowanus,
7202368,98 dollars,"Brooklyn, Bedford-Stuyvesant",$98.00,Brooklyn, Bedford-Stuyvesant,
7255577,98 dollars,"Manhattan, Hell's Kitchen",$98.00,Manhattan, Hell's Kitchen,
7902556,98 dollars,"Manhattan, Financial District",$98.00,Manhattan, Financial District,
8223230,98 dollars,"Brooklyn, Greenpoint",$98.00,Brooklyn, Greenpoint,
8240016,98 dollars,"Brooklyn, Bushwick",$98.00,Brooklyn, Bushwick,
8703711,98 dollars,"Brooklyn, Prospect-Lefferts Gardens",$98.00,Brooklyn, Prospect-Lefferts Gardens,
10637554,98 dollars,"Brooklyn, Flatbush",$98.00,Brooklyn, Flatbush,
10827567,98 dollars,"Brooklyn, Crown Heights",$98.00,Brooklyn, Crown Heights,
11790047,98 dollars,"Brooklyn, Prospect-Lefferts Gardens",$98.00,Brooklyn, Prospect-Lefferts Gardens,
12561615,98 dollars,"Manhattan, Midtown",$98.00,Manhattan, Midtown,
14177028,98 dollars,"Brooklyn, Williamsburg",$98.00,Brooklyn, Williamsburg,
14519882,98 dollars,"Manhattan, Hell's Kitchen",$98.00,Manhattan, Hell's Kitchen,
14913358,98 dollars,"Brooklyn, Bedford-Stuyvesant",$98.00,Brooklyn, Bedford-Stuyvesant,
15452258,98 dollars,"Manhattan, Hell's Kitchen",$98.00,Manhattan, Hell's Kitchen,
16072214,98 dollars,"Brooklyn, Flatbush",$98.00,Brooklyn, Flatbush,
16164264,98 dollars,"Manhattan, Lower East Side",$98.00,Manhattan, Lower East Side,
16273510,98 dollars,"Manhattan, Hell's Kitchen",$98.00,Manhattan, Hell's Kitchen,
16731782,98 dollars,"Brooklyn, Windsor Terrace",$98.00,Brooklyn, Windsor Terrace,
16795643,98 dollars,"Manhattan, East Harlem",$98.00,Manhattan, East Harlem,
16973662,98 dollars,"Brooklyn, Williamsburg",$98.00,Brooklyn, Williamsburg,
17209321,98 dollars,"Manhattan, Lower East Side",$98.00,Manhattan, Lower East Side,
17411672,98 dollars,"Brooklyn, Bedford-Stuyvesant",$98.00,Brooklyn, Bedford-Stuyvesant,
18902729,98 dollars,"Queens, Flushing",$98.00,Queens, Flushing,
19133220,98 dollars,"Manhattan, Upper East Side",$98.00,Manhattan, Upper East Side,
20192860,98 dollars,"Queens, Sunnyside",$98.00,Queens, Sunnyside,
21458689,98 dollars,"Queens, Queens Village",$98.00,Queens, Queens Village,
21672349,98 dollars,"Brooklyn, Bedford-Stuyvesant",$98.00,Brooklyn, Bedford-Stuyvesant,
21698446,98 dollars,"Manhattan, Harlem",$98.00,Manhattan, Harlem,
22813265,98 dollars,"Queens, Flushing",$98.00,Queens, Flushing,
22937095,98 dollars,"Brooklyn, Bedford-Stuyvesant",$98.00,Brooklyn, Bedford-Stuyvesant,
23537317,98 dollars,"Manhattan, Upper East Side",$98.00,Manhattan, Upper East Side,
25674277,98 dollars,"Manhattan, Upper West Side",$98.00,Manhattan, Upper West Side,
25678517,98 dollars,"Manhattan, Upper West Side",$98.00,Manhattan, Upper West Side,
25679709,98 dollars,"Manhattan, Upper West Side",$98.00,Manhattan, Upper West Side,
25998807,98 dollars,"Manhattan, Hell's Kitchen",$98.00,Manhattan, Hell's Kitchen,
26734461,98 dollars,"Brooklyn, Carroll Gardens",$98.00,Brooklyn, Carroll Gardens,
27032162,98 dollars,"Brooklyn, Brownsville",$98.00,Brooklyn, Brownsville,
27338569,98 dollars,"Manhattan, East Harlem",$98.00,Manhattan, East Harlem,
27351442,98 dollars,"Manhattan, East Village",$98.00,Manhattan, East Village,
27730786,98 dollars,"Brooklyn, Williamsburg",$98.00,Brooklyn, Williamsburg,
28369552,98 dollars,"Brooklyn, Boerum Hill",$98.00,Brooklyn, Boerum Hill,
28561160,98 dollars,"Manhattan, Upper West Side",$98.00,Manhattan, Upper West Side,
29303036,98 dollars,"Brooklyn, Bedford-Stuyvesant",$98.00,Brooklyn, Bedford-Stuyvesant,
29383020,98 dollars,"Manhattan, Morningside Heights",$98.00,Manhattan, Morningside Heights,
29616041,98 dollars,"Manhattan, Morningside Heights",$98.00,Manhattan, Morningside Heights,
29761241,98 dollars,"Manhattan, Hell's Kitchen",$98.00,Manhattan, Hell's Kitchen,
29853088,98 dollars,"Queens, Astoria",$98.00,Queens, Astoria,
29966943,98 dollars,"Bronx, Fordham",$98.00,Bronx, Fordham,
30096719,98 dollars,"Brooklyn, Clinton Hill",$98.00,Brooklyn, Clinton Hill,
30909031,98 dollars,"Brooklyn, Fort Hamilton",$98.00,Brooklyn, Fort Hamilton,
31169716,98 dollars,"Queens, Astoria",$98.00,Queens, Astoria,
32167255,98 dollars,"Brooklyn, Williamsburg",$98.00,Brooklyn, Williamsburg,
32169418,98 dollars,"Queens, Woodside",$98.00,Queens, Woodside,
33202973,98 dollars,"Manhattan, Upper East Side",$98.00,Manhattan, Upper East Side,
33558307,98 dollars,"Queens, Astoria",$98.00,Queens, Astoria,
33930406,98 dollars,"Manhattan, Hell's Kitchen",$98.00,Manhattan, Hell's Kitchen,
33980946,98 dollars,"Manhattan, Harlem",$98.00,Manhattan, Harlem,
34370217,98 dollars,"Manhattan, Harlem",$98.00,Manhattan, Harlem,
34504929,98 dollars,"Brooklyn, Bushwick",$98.00,Brooklyn, Bushwick,
34751113,98 dollars,"Manhattan, East Village",$98.00,Manhattan, East Village,
35115408,98 dollars,"Brooklyn, Bushwick",$98.00,Brooklyn, Bushwick,
7726,99 dollars,"Brooklyn, Crown Heights",$99.00,Brooklyn, Crown Heights,
16821,99 dollars,"Manhattan, East Village",$99.00,Manhattan, East Village,
27531,99 dollars,"Brooklyn, South Slope",$99.00,Brooklyn, South Slope,
39267,99 dollars,"Manhattan, Upper East Side",$99.00,Manhattan, Upper East Side,
45936,99 dollars,"Manhattan, Morningside Heights",$99.00,Manhattan, Morningside Heights,
60680,99 dollars,"Manhattan, East Village",$99.00,Manhattan, East Village,
62430,99 dollars,"Brooklyn, Bushwick",$99.00,Brooklyn, Bushwick,
63360,99 dollars,"Queens, Astoria",$99.00,Queens, Astoria,
115678,99 dollars,"Manhattan, Harlem",$99.00,Manhattan, Harlem,
125163,99 dollars,"Brooklyn, Bedford-Stuyvesant",$99.00,Brooklyn, Bedford-Stuyvesant,
163814,99 dollars,"Manhattan, East Village",$99.00,Manhattan, East Village,
187566,99 dollars,"Brooklyn, Bedford-Stuyvesant",$99.00,Brooklyn, Bedford-Stuyvesant,
189135,99 dollars,"Manhattan, Hell's Kitchen",$99.00,Manhattan, Hell's Kitchen,
189787,99 dollars,"Brooklyn, Crown Heights",$99.00,Brooklyn, Crown Heights,
197942,99 dollars,"Brooklyn, Bedford-Stuyvesant",$99.00,Brooklyn, Bedford-Stuyvesant,
265036,99 dollars,"Brooklyn, Crown Heights",$99.00,Brooklyn, Crown Heights,
267708,99 dollars,"Manhattan, East Harlem",$99.00,Manhattan, East Harlem,
274062,99 dollars,"Manhattan, Harlem",$99.00,Manhattan, Harlem,
313890,99 dollars,"Manhattan, Lower East Side",$99.00,Manhattan, Lower East Side,
387666,99 dollars,"Manhattan, Washington Heights",$99.00,Manhattan, Washington Heights,
424667,99 dollars,"Manhattan, Hell's Kitchen",$99.00,Manhattan, Hell's Kitchen,
476571,99 dollars,"Manhattan, East Village",$99.00,Manhattan, East Village,
501693,99 dollars,"Manhattan, Upper West Side",$99.00,Manhattan, Upper West Side,
516452,99 dollars,"Brooklyn, Fort Greene",$99.00,Brooklyn, Fort Greene,
533506,99 dollars,"Manhattan, East Village",$99.00,Manhattan, East Village,
555206,99 dollars,"Manhattan, East Village",$99.00,Manhattan, East Village,
609559,99 dollars,"Queens, Elmhurst",$99.00,Queens, Elmhurst,
749455,99 dollars,"Manhattan, Upper West Side",$99.00,Manhattan, Upper West Side,
820953,99 dollars,"Brooklyn, Greenpoint",$99.00,Brooklyn, Greenpoint,
834190,99 dollars,"Manhattan, Lower East Side",$99.00,Manhattan, Lower East Side,
851784,99 dollars,"Manhattan, Washington Heights",$99.00,Manhattan, Washington Heights,
938022,99 dollars,"Brooklyn, Williamsburg",$99.00,Brooklyn, Williamsburg,
973535,99 dollars,"Queens, East Elmhurst",$99.00,Queens, East Elmhurst,
1145134,99 dollars,"Brooklyn, Greenpoint",$99.00,Brooklyn, Greenpoint,
1178231,99 dollars,"Brooklyn, Canarsie",$99.00,Brooklyn, Canarsie,
1209921,99 dollars,"Brooklyn, Bedford-Stuyvesant",$99.00,Brooklyn, Bedford-Stuyvesant,
1245479,99 dollars,"Brooklyn, Williamsburg",$99.00,Brooklyn, Williamsburg,
1430650,99 dollars,"Manhattan, Hell's Kitchen",$99.00,Manhattan, Hell's Kitchen,
1436810,99 dollars,"Manhattan, Upper West Side",$99.00,Manhattan, Upper West Side,
1439162,99 dollars,"Brooklyn, Bedford-Stuyvesant",$99.00,Brooklyn, Bedford-Stuyvesant,
1472002,99 dollars,"Manhattan, Theater District",$99.00,Manhattan, Theater District,
1534212,99 dollars,"Brooklyn, Sheepshead Bay",$99.00,Brooklyn, Sheepshead Bay,
1578103,99 dollars,"Manhattan, Harlem",$99.00,Manhattan, Harlem,
1591811,99 dollars,"Brooklyn, Williamsburg",$99.00,Brooklyn, Williamsburg,
1609672,99 dollars,"Manhattan, Hell's Kitchen",$99.00,Manhattan, Hell's Kitchen,
1668328,99 dollars,"Brooklyn, Williamsburg",$99.00,Brooklyn, Williamsburg,
1721115,99 dollars,"Manhattan, Financial District",$99.00,Manhattan, Financial District,
1731969,99 dollars,"Manhattan, Upper East Side",$99.00,Manhattan, Upper East Side,
1733054,99 dollars,"Brooklyn, Williamsburg",$99.00,Brooklyn, Williamsburg,
1895196,99 dollars,"Manhattan, Upper East Side",$99.00,Manhattan, Upper East Side,
1971200,99 dollars,"Manhattan, Hell's Kitchen",$99.00,Manhattan, Hell's Kitchen,
2087524,99 dollars,"Brooklyn, Clinton Hill",$99.00,Brooklyn, Clinton Hill,
2214831,99 dollars,"Manhattan, Upper West Side",$99.00,Manhattan, Upper West Side,
2695469,99 dollars,"Manhattan, Hell's Kitchen",$99.00,Manhattan, Hell's Kitchen,
2700296,99 dollars,"Manhattan, Harlem",$99.00,Manhattan, Harlem,
3067244,99 dollars,"Brooklyn, Prospect-Lefferts Gardens",$99.00,Brooklyn, Prospect-Lefferts Gardens,
3081771,99 dollars,"Brooklyn, Crown Heights",$99.00,Brooklyn, Crown Heights,
3207986,99 dollars,"Brooklyn, Boerum Hill",$99.00,Brooklyn, Boerum Hill,
3303165,99 dollars,"Brooklyn, Cypress Hills",$99.00,Brooklyn, Cypress Hills,
3324203,99 dollars,"Queens, Middle Village",$99.00,Queens, Middle Village,
3437101,99 dollars,"Manhattan, Upper East Side",$99.00,Manhattan, Upper East Side,
3563271,99 dollars,"Brooklyn, Clinton Hill",$99.00,Brooklyn, Clinton Hill,
3666709,99 dollars,"Manhattan, Upper East Side",$99.00,Manhattan, Upper East Side,
3678796,99 dollars,"Brooklyn, Bedford-Stuyvesant",$99.00,Brooklyn, Bedford-Stuyvesant,
3783021,99 dollars,"Manhattan, Upper West Side",$99.00,Manhattan, Upper West Side,
3802538,99 dollars,"Manhattan, Hell's Kitchen",$99.00,Manhattan, Hell's Kitchen,
4037522,99 dollars,"Queens, Astoria",$99.00,Queens, Astoria,
4060446,99 dollars,"Manhattan, Inwood",$99.00,Manhattan, Inwood,
4156015,99 dollars,"Manhattan, East Harlem",$99.00,Manhattan, East Harlem,
4163781,99 dollars,"Brooklyn, Williamsburg",$99.00,Brooklyn, Williamsburg,
4206034,99 dollars,"Staten Island, Tompkinsville",$99.00,Staten Island, Tompkinsville,
4293935,99 dollars,"Brooklyn, Crown Heights",$99.00,Brooklyn, Crown Heights,
4440751,99 dollars,"Manhattan, Lower East Side",$99.00,Manhattan, Lower East Side,
4641291,99 dollars,"Queens, Bellerose",$99.00,Queens, Bellerose,
4668252,99 dollars,"Manhattan, Upper East Side",$99.00,Manhattan, Upper East Side,
4714854,99 dollars,"Manhattan, Upper East Side",$99.00,Manhattan, Upper East Side,
4822181,99 dollars,"Manhattan, Upper East Side",$99.00,Manhattan, Upper East Side,
4830494,99 dollars,"Manhattan, Harlem",$99.00,Manhattan, Harlem,
4830799,99 dollars,"Brooklyn, Red Hook",$99.00,Brooklyn, Red Hook,
4853647,99 dollars,"Queens, Ozone Park",$99.00,Queens, Ozone Park,
4885595,99 dollars,"Queens, Astoria",$99.00,Queens, Astoria,
4925517,99 dollars,"Manhattan, Hell's Kitchen",$99.00,Manhattan, Hell's Kitchen,
4936023,99 dollars,"Manhattan, Midtown",$99.00,Manhattan, Midtown,
4958223,99 dollars,"Manhattan, Upper West Side",$99.00,Manhattan, Upper West Side,
5085803,99 dollars,"Manhattan, Upper East Side",$99.00,Manhattan, Upper East Side,
5199439,99 dollars,"Manhattan, Upper East Side",$99.00,Manhattan, Upper East Side,
5353312,99 dollars,"Manhattan, Upper East Side",$99.00,Manhattan, Upper East Side,
5371463,99 dollars,"Brooklyn, Bedford-Stuyvesant",$99.00,Brooklyn, Bedford-Stuyvesant,
5511036,99 dollars,"Brooklyn, Crown Heights",$99.00,Brooklyn, Crown Heights,
5549530,99 dollars,"Manhattan, Gramercy",$99.00,Manhattan, Gramercy,
5606308,99 dollars,"Brooklyn, Williamsburg",$99.00,Brooklyn, Williamsburg,
5659180,99 dollars,"Brooklyn, Flatbush",$99.00,Brooklyn, Flatbush,
6087959,99 dollars,"Brooklyn, Gowanus",$99.00,Brooklyn, Gowanus,
6197915,99 dollars,"Manhattan, Lower East Side",$99.00,Manhattan, Lower East Side,
6269610,99 dollars,"Manhattan, Hell's Kitchen",$99.00,Manhattan, Hell's Kitchen,
6362061,99 dollars,"Manhattan, Upper West Side",$99.00,Manhattan, Upper West Side,
6370032,99 dollars,"Manhattan, East Harlem",$99.00,Manhattan, East Harlem,
6421799,99 dollars,"Brooklyn, Williamsburg",$99.00,Brooklyn, Williamsburg,
6831518,99 dollars,"Manhattan, Chelsea",$99.00,Manhattan, Chelsea,
6924793,99 dollars,"Manhattan, Lower East Side",$99.00,Manhattan, Lower East Side,
6973286,99 dollars,"Manhattan, East Village",$99.00,Manhattan, East Village,
7116864,99 dollars,"Manhattan, Upper West Side",$99.00,Manhattan, Upper West Side,
7160363,99 dollars,"Manhattan, Upper West Side",$99.00,Manhattan, Upper West Side,
7652936,99 dollars,"Brooklyn, Carroll Gardens",$99.00,Brooklyn, Carroll Gardens,
7669319,99 dollars,"Brooklyn, Prospect Heights",$99.00,Brooklyn, Prospect Heights,
7698722,99 dollars,"Brooklyn, Bedford-Stuyvesant",$99.00,Brooklyn, Bedford-Stuyvesant,
7858468,99 dollars,"Manhattan, Hell's Kitchen",$99.00,Manhattan, Hell's Kitchen,
8272749,99 dollars,"Brooklyn, Brooklyn Heights",$99.00,Brooklyn, Brooklyn Heights,
8275676,99 dollars,"Staten Island, Great Kills",$99.00,Staten Island, Great Kills,
8367486,99 dollars,"Manhattan, Upper West Side",$99.00,Manhattan, Upper West Side,
8441969,99 dollars,"Queens, Astoria",$99.00,Queens, Astoria,
8496622,99 dollars,"Manhattan, Chinatown",$99.00,Manhattan, Chinatown,
8534893,99 dollars,"Manhattan, East Village",$99.00,Manhattan, East Village,
8541991,99 dollars,"Brooklyn, Midwood",$99.00,Brooklyn, Midwood,
8630662,99 dollars,"Manhattan, East Village",$99.00,Manhattan, East Village,
8693545,99 dollars,"Manhattan, Washington Heights",$99.00,Manhattan, Washington Heights,
8924966,99 dollars,"Queens, Sunnyside",$99.00,Queens, Sunnyside,
9351679,99 dollars,"Queens, Astoria",$99.00,Queens, Astoria,
9407719,99 dollars,"Brooklyn, Bushwick",$99.00,Brooklyn, Bushwick,
9434513,99 dollars,"Brooklyn, Boerum Hill",$99.00,Brooklyn, Boerum Hill,
9489073,99 dollars,"Manhattan, East Harlem",$99.00,Manhattan, East Harlem,
9529662,99 dollars,"Manhattan, East Harlem",$99.00,Manhattan, East Harlem,
9618986,99 dollars,"Brooklyn, Bedford-Stuyvesant",$99.00,Brooklyn, Bedford-Stuyvesant,
9754436,99 dollars,"Manhattan, Lower East Side",$99.00,Manhattan, Lower East Side,
9915643,99 dollars,"Brooklyn, Prospect-Lefferts Gardens",$99.00,Brooklyn, Prospect-Lefferts Gardens,
10101765,99 dollars,"Manhattan, Upper East Side",$99.00,Manhattan, Upper East Side,
10155003,99 dollars,"Brooklyn, Greenpoint",$99.00,Brooklyn, Greenpoint,
10279086,99 dollars,"Brooklyn, Crown Heights",$99.00,Brooklyn, Crown Heights,
10289124,99 dollars,"Brooklyn, Bedford-Stuyvesant",$99.00,Brooklyn, Bedford-Stuyvesant,
10316551,99 dollars,"Brooklyn, Gowanus",$99.00,Brooklyn, Gowanus,
10612564,99 dollars,"Manhattan, Upper West Side",$99.00,Manhattan, Upper West Side,
10925309,99 dollars,"Manhattan, West Village",$99.00,Manhattan, West Village,
11162977,99 dollars,"Queens, Ditmars Steinway",$99.00,Queens, Ditmars Steinway,
11624287,99 dollars,"Brooklyn, Cobble Hill",$99.00,Brooklyn, Cobble Hill,
11753010,99 dollars,"Brooklyn, Brighton Beach",$99.00,Brooklyn, Brighton Beach,
11872337,99 dollars,"Brooklyn, Bedford-Stuyvesant",$99.00,Brooklyn, Bedford-Stuyvesant,
12113015,99 dollars,"Manhattan, Midtown",$99.00,Manhattan, Midtown,
12114040,99 dollars,"Manhattan, Midtown",$99.00,Manhattan, Midtown,
12122102,99 dollars,"Manhattan, Inwood",$99.00,Manhattan, Inwood,
12564287,99 dollars,"Bronx, Wakefield",$99.00,Bronx, Wakefield,
12592427,99 dollars,"Queens, Flushing",$99.00,Queens, Flushing,
12813206,99 dollars,"Brooklyn, Sunset Park",$99.00,Brooklyn, Sunset Park,
13170159,99 dollars,"Brooklyn, Manhattan Beach",$99.00,Brooklyn, Manhattan Beach,
13171746,99 dollars,"Manhattan, Midtown",$99.00,Manhattan, Midtown,
13186007,99 dollars,"Queens, Astoria",$99.00,Queens, Astoria,
13208952,99 dollars,"Manhattan, Upper East Side",$99.00,Manhattan, Upper East Side,
13231961,99 dollars,"Brooklyn, Prospect-Lefferts Gardens",$99.00,Brooklyn, Prospect-Lefferts Gardens,
13388649,99 dollars,"Queens, Astoria",$99.00,Queens, Astoria,
13398340,99 dollars,"Brooklyn, Bedford-Stuyvesant",$99.00,Brooklyn, Bedford-Stuyvesant,
13436258,99 dollars,"Bronx, Concourse",$99.00,Bronx, Concourse,
13474455,99 dollars,"Brooklyn, Bedford-Stuyvesant",$99.00,Brooklyn, Bedford-Stuyvesant,
13528101,99 dollars,"Manhattan, Upper East Side",$99.00,Manhattan, Upper East Side,
13572291,99 dollars,"Manhattan, East Village",$99.00,Manhattan, East Village,
13653343,99 dollars,"Manhattan, East Harlem",$99.00,Manhattan, East Harlem,
13827959,99 dollars,"Brooklyn, Midwood",$99.00,Brooklyn, Midwood,
13877683,99 dollars,"Brooklyn, Bedford-Stuyvesant",$99.00,Brooklyn, Bedford-Stuyvesant,
13920801,99 dollars,"Manhattan, Harlem",$99.00,Manhattan, Harlem,
13952319,99 dollars,"Queens, Forest Hills",$99.00,Queens, Forest Hills,
14041196,99 dollars,"Manhattan, Hell's Kitchen",$99.00,Manhattan, Hell's Kitchen,
14341397,99 dollars,"Queens, Astoria",$99.00,Queens, Astoria,
14386892,99 dollars,"Brooklyn, Windsor Terrace",$99.00,Brooklyn, Windsor Terrace,
14448231,99 dollars,"Brooklyn, Bushwick",$99.00,Brooklyn, Bushwick,
14577490,99 dollars,"Manhattan, Upper West Side",$99.00,Manhattan, Upper West Side,
14594441,99 dollars,"Brooklyn, Williamsburg",$99.00,Brooklyn, Williamsburg,
14909867,99 dollars,"Queens, Forest Hills",$99.00,Queens, Forest Hills,
15037251,99 dollars,"Manhattan, Upper West Side",$99.00,Manhattan, Upper West Side,
15080267,99 dollars,"Brooklyn, Bedford-Stuyvesant",$99.00,Brooklyn, Bedford-Stuyvesant,
15255254,99 dollars,"Brooklyn, Greenpoint",$99.00,Brooklyn, Greenpoint,
15360787,99 dollars,"Manhattan, Harlem",$99.00,Manhattan, Harlem,
15497568,99 dollars,"Manhattan, Harlem",$99.00,Manhattan, Harlem,
15685669,99 dollars,"Brooklyn, Williamsburg",$99.00,Brooklyn, Williamsburg,
15758640,99 dollars,"Brooklyn, Prospect-Lefferts Gardens",$99.00,Brooklyn, Prospect-Lefferts Gardens,
15774166,99 dollars,"Manhattan, East Harlem",$99.00,Manhattan, East Harlem,
15806629,99 dollars,"Brooklyn, Prospect-Lefferts Gardens",$99.00,Brooklyn, Prospect-Lefferts Gardens,
15819665,99 dollars,"Brooklyn, Bushwick",$99.00,Brooklyn, Bushwick,
15845215,99 dollars,"Queens, Jackson Heights",$99.00,Queens, Jackson Heights,
15867248,99 dollars,"Manhattan, East Harlem",$99.00,Manhattan, East Harlem,
15992078,99 dollars,"Manhattan, Hell's Kitchen",$99.00,Manhattan, Hell's Kitchen,
16039453,99 dollars,"Queens, Jamaica",$99.00,Queens, Jamaica,
16175456,99 dollars,"Brooklyn, Williamsburg",$99.00,Brooklyn, Williamsburg,
16525573,99 dollars,"Manhattan, Midtown",$99.00,Manhattan, Midtown,
16630594,99 dollars,"Brooklyn, Greenpoint",$99.00,Brooklyn, Greenpoint,
16704118,99 dollars,"Queens, Elmhurst",$99.00,Queens, Elmhurst,
16706758,99 dollars,"Manhattan, Midtown",$99.00,Manhattan, Midtown,
16725576,99 dollars,"Manhattan, East Harlem",$99.00,Manhattan, East Harlem,
16781516,99 dollars,"Manhattan, Upper East Side",$99.00,Manhattan, Upper East Side,
16965972,99 dollars,"Manhattan, Lower East Side",$99.00,Manhattan, Lower East Side,
17071462,99 dollars,"Manhattan, Chelsea",$99.00,Manhattan, Chelsea,
17117129,99 dollars,"Brooklyn, Prospect-Lefferts Gardens",$99.00,Brooklyn, Prospect-Lefferts Gardens,
17358323,99 dollars,"Queens, Douglaston",$99.00,Queens, Douglaston,
17380887,99 dollars,"Brooklyn, Williamsburg",$99.00,Brooklyn, Williamsburg,
17384675,99 dollars,"Brooklyn, Crown Heights",$99.00,Brooklyn, Crown Heights,
17533091,99 dollars,"Manhattan, Upper East Side",$99.00,Manhattan, Upper East Side,
17632840,99 dollars,"Brooklyn, Coney Island",$99.00,Brooklyn, Coney Island,
17842111,99 dollars,"Bronx, Kingsbridge",$99.00,Bronx, Kingsbridge,
17861841,99 dollars,"Brooklyn, Sheepshead Bay",$99.00,Brooklyn, Sheepshead Bay,
18159825,99 dollars,"Queens, Ditmars Steinway",$99.00,Queens, Ditmars Steinway,
18225912,99 dollars,"Queens, Flushing",$99.00,Queens, Flushing,
18256895,99 dollars,"Manhattan, Hell's Kitchen",$99.00,Manhattan, Hell's Kitchen,
18283511,99 dollars,"Manhattan, Hell's Kitchen",$99.00,Manhattan, Hell's Kitchen,
18287772,99 dollars,"Manhattan, Hell's Kitchen",$99.00,Manhattan, Hell's Kitchen,
18288828,99 dollars,"Manhattan, Hell's Kitchen",$99.00,Manhattan, Hell's Kitchen,
18340599,99 dollars,"Brooklyn, East New York",$99.00,Brooklyn, East New York,
18411446,99 dollars,"Queens, Flushing",$99.00,Queens, Flushing,
18415505,99 dollars,"Manhattan, Harlem",$99.00,Manhattan, Harlem,
18566623,99 dollars,"Queens, Astoria",$99.00,Queens, Astoria,
